,InvoiceID,Barcode
12885,VN0079010102230161,"8934804037783, 8851019330358"
12886,VN0079010102230162,"250302000187, 2503010119093, 8935273621008"
12887,VN0079010102230164,"8934680040136, 8935005801135, 6914973607729"
12888,VN0079010102230165,"8936079121112, 8936036021738, 8934588873058"
12889,VN0079010102230166,"8934692090020, 4897036692257"
12890,VN0079010102230167,"8935005800145, 8850011061253, 8809713910710"
12891,VN0079010102230168,"8936088900470, 2260501000109, 2260501000055"
12892,VN0079010102230169,"8935005800145, 2010805000202, 8936147110178"
12893,VN0079010102230171,"2090103000203, 2270202000001, 2010901000274"
12894,VN0079010102230173,"8936049051753, 8801073210363"
12895,VN0079010102230175,"8801048921102, 8801048178018"
12896,VN0079010102230176,"8934588063053, 260202000017"
12897,VN0079010102230177,"8936079140014, 8934588873058"
12898,VN0079010102230178,"8934563670139, 8934563622138"
12899,VN0079010102230179,"8938529017082, 2701010000056"
12900,VN0079010102230182,"8934841901955, 2010805000363, 8936116270650, 8934673501354"
12901,VN0079010102230184,"8935049501657, 2010805000363"
12902,VN0079010102230185,"250103011900, 2501031190183"
12903,VN0079010102230186,"2010101000005, 8934564600692, 8850228003022"
12904,VN0079010102230187,"8934564600838, 8938502003194, 8936049051630, 3451790400797"
12905,VN0079010102230191,"8934588063053, 8934755035289, 8934755035180, 2010901000274"
12906,VN0079010102230192,"8938502525337, 2250103000058"
12907,VN0079010102230194,"8934588732119, 8934588662119"
12908,VN0079010102230196,"8936079140014, 8936036028898"
12909,VN0079010102230197,"8936036026153, 2010903000098, 2270301000322, 8934673619615"
12910,VN0079010102230198,"2010101000005, 8934588712081"
12911,VN0079010102230199,"8936079120092, 8936036027877"
12912,VN0079010102230200,"8938502525368, 2290102000308"
12913,VN0079010102230209,"8936147110192, 2702010000039, 2010805000028, 2010803000112"
12914,VN0079010102230213,"8934564600869, 8936079120252, 2010805000028"
12915,VN0079010102230215,"2090103000203, 8934588233074"
12916,VN0079010102230218,"8938502525368, 2010101000005"
12917,VN0079010102230219,"2010101000005, 8850228005446"
12918,VN0079010102230221,"2701020000060, 8936049051609"
12919,VN0079010102230222,"8935049501374, 8935049510673, 2010101000012"
12920,VN0079010102230224,"8934564600357, 7622210515285, 8934760212903"
12921,VN0079010102230225,"8936149340047, 8936079120252, 8809102956213"
12922,VN0079010102230229,"8936116270650, 8936104380163, 93682978, 2270201000026"
12923,VN0079010102230232,"8934755035036, 8936104380163, 8935049512004, 8859578602855"
12924,VN0079010102230233,"8934964124514, 8938503931564"
12925,VN0079010102230234,"8857099003274, 8936104380316, 8936076454978, 2270301000308"
12926,VN0079010102230235,"8936079120108, 93682978, 8801062880140"
12927,VN0079010102230241,"8935049501626, 8934673818391"
12928,VN0079010102230242,"8938522483068, 8936049691126, 4897036691342, 8801048101023, 8801048178308, 8801147123865, 4902750706200, 8809351209955, 8809351209924, 8809351209948"
12929,VN0079010102230244,"8934588023132, 5900020027948"
12930,VN0079010102230246,"8936011773959, 8801062435692"
12931,VN0079010102230247,"8936146440559, 8938510634649, 8935241702753"
12932,VN0079010102230250,"8851123237000, 8935001282440, 8801056086770, 8801056093181"
12933,VN0079010102230252,"8935049511014, 8935049511014"
12934,VN0079010102230253,"8935049511014, 8935049511014"
12935,VN0079010102230255,"8935049500544, 8935217464647"
12936,VN0079010102230259,"8934822901332, 8934674014716"
12937,VN0079010102230263,"8935049510871, 8935049510680"
12938,VN0079010102230264,"8936104380057, 2270102000361, 8801073211254"
12939,VN0079010102230267,"8934588173073, 8934588873058"
12940,VN0079010102230268,"8935049500155, 8935049500155"
12941,VN0079010102230270,"89686010947, 8934588672118"
12942,VN0079010102230271,"2010901000274, 8935049511014, 8935049511014, 8997035601321"
12943,VN0079010102230273,"2090103000203, 893852206615, 8934680012652, 8936079120115"
12944,VN0079010102230274,"2270101000560, 8936049051685, 8936013680521"
12945,VN0079010102230275,"2010902000228, 2270102000026"
12946,VN0079010102230276,"893852206688, 893852206615"
12947,VN0079010102230278,"5038483869178, 8809027559889"
12948,VN0079010102230283,"8934588063060, 6970399921757, 8934673819398"
12949,VN0079010102230285,"8934564300301, 8936036027945"
12950,VN0079010102230286,"2701030000043, 2010403000079, 2010403000062"
12951,VN0079010102230287,"8935049501244, 8997035601321"
12952,VN0079010102230289,"8935012413338, 8934588663130"
12953,VN0079010102230290,"8938503131759, 8936079142018, 8934673314503"
12954,VN0079010102230292,"8936011770019, 8935049501657, 8936011779555, 8936011776653, 8801062435692, 8801104305136"
12955,VN0079010102230296,"8934588063060, 8935049013396"
12956,VN0079010102230297,"2010901000304, 2701030000036"
12957,VN0079010102230302,"8935001282280, 8935001282365"
12958,VN0079010102230305,"2270103000025, 2010101000005, 8934588013133"
12959,VN0079010102230306,"8934760212842, 8936035100397, 8938501434012"
12960,VN0079010102230307,"8934588063060, 2010805000233"
12961,VN0079010102230308,"8934588023132, 8935049510673"
12962,VN0079010102230311,"8851932115919, 8935217445110"
12963,VN0079010102230312,"2090103000203, 8935268201437"
12964,VN0079010102230314,"8934588503054, 250103119017"
12965,VN0079010102230315,"8934588223556, 8938501434012"
12966,VN0079010102230317,"2270102000361, 2270102000026"
12967,VN0079010102230320,"8938503131742, 41333415017, 8935007147071"
12968,VN0079010102230321,"2705010000016, 8936176751007, 8938545001010, 2010904000035, 8934588873058"
12969,VN0079010102230323,"8850228003022, 8850228007297"
12970,VN0079010102230328,"8936079123253, 8859578603616, 8935001822769"
12971,VN0079010102230330,"8935250402019, 8938531758225"
12972,VN0079010102230331,"8934588063176, 8935049501381, 8801048951000, 8934822101503"
12973,VN0079010102230334,"2010902000228, 2270102000033, 8934760212347"
12974,VN0079010102230335,"8858223008479, 8934803043129"
12975,VN0079010102230338,"8935049501190, 8857099003274, 8934677000372"
12976,VN0079010102230341,"89686011036, 89686010947"
12977,VN0079010102230342,"8934563669133, 8936147110178"
12978,VN0079010102230343,"8935049510673, 8934588653056"
12979,VN0079010102230345,"8850393991926, 8934673601825"
12980,VN0079020102230001,"8936146442263, 8934563406172"
12981,VN0079020102230002,"8934588063053, 2090103000203, 8938507849025, 8938507849032, 93682978"
12982,VN0079020102230003,"8938539302017, 8934588063060, 8936146440573, 8936079121778, 8801048101023"
12983,VN0079020102230004,"2010905000010, 2701020000053"
12984,VN0079020102230005,"2701020000060, 8934804037783, 8801048101023, 8801073210363, 8936036021745, 8934840000130"
12985,VN0079020102230007,"2701020000060, 2250103000058"
12986,VN0079020102230008,"2250103000089, 2250103000058"
12987,VN0079020102230012,"2010403000208, 2010403000055, 2010403000062"
12988,VN0079020102230013,"8938502525351, 8934588503054"
12989,VN0079020102230014,"8934588063053, 8938502525368"
12990,VN0079020102230019,"8934841901955, 2270501000108"
12991,VN0079020102230023,"8935049501190, 8934563653132, 8857099003274, 8936147110178, 8934677000372"
12992,VN0079020102230024,"2705010000016, 2703010000036, 7613034965035"
12993,VN0079020102230025,"8936079140021, 2701030000036, 8934822101336"
12994,VN0081020102230001,"8935049501312, 8935117702115, 2010101000012, 8936071091000, 8934673302814, 8935112200005, 8934760212842, 8935311110440"
12995,VN0081020102230003,"8934563215132, 8934614030356, 8934563651138, 8935001282310, 8938505974194, 8934680043748, 8934803043815, 8936147110178, 8934673101097, 8938501434012"
12996,VN0081020102230007,"8935049501190, 8936009052165, 8908009419644, 8908009419637"
12997,VN0081020102230009,"5900020033956, 3387390320558, 4897036693636, 4897036691342, 5900020027948"
12998,VN0081020102230015,"8935250402538, 8809585101438, 8993053211412, 8936076270240"
12999,VN0081020102230020,"8936036027464, 8935112200005, 8934841900446"
13000,VN0081020102230021,"8850157400077, 8850157400206, 8996001340998, 93682961, 2010103000034"
13001,VN0081020102230023,"8934588733130, 2701020000053"
13002,VN0081020102230026,"8936079140014, 8938512632025"
13003,VN0081020102230030,"8935117702115, 8859578600257"
13004,VN0081020102230032,"8935001282310, 8936049051609, 8935006355415, 8935006355408"
13005,VN0081020102230034,"8850389302811, 8935006360006"
13006,VN0081020102230035,"2702010000077, 8934588233074"
13007,VN0081020102230038,"2010809000253, 2010803000112"
13008,VN0081020102230039,"8935005801135, 2010403000055, 8935112200005"
13009,VN0081020102230041,"2010803000150, 2010803000273, 8936049051715"
13010,VN0081020102230042,"2010803000402, 8938545001003, 2270301000308"
13011,VN0081020102230043,"2010101000005, 8850228005521, 8936127794008"
13012,VN0081020102230044,"5011309895513, 8934889800364, 8934563653132, 8934588882111, 4904510887501, 8934563177171, 8936015440307, 8934673313537"
13013,VN0081020102230048,"4902888116155, 7614500010013"
13014,VN0081020102230049,"8936049051647, 8908009419637, 2120201000017"
13015,VN0081020102230050,"8934717401923, 8934614030066, 9556007002123, 8935217440108"
13016,VN0081020102230051,"8934803043785, 4000607852008"
13017,VN0081020102230052,"6942836703226, 8934803043075, 8935006355415"
13018,VN0081020102230055,"8934673700108, 8934673602617"
13019,VN0081020102230057,"8934588843051, 2270102000361, 2270201000033"
13020,VN0081020102230058,"8936127796019, 8936127796019"
13021,VN0081020102230060,"8936049691058, 2290101000346, 8934822171216"
13022,VN0081020102230061,"8938545001003, 8938545001041, 8934772225076, 8936013680521, 8801033796012"
13023,VN0081020102230063,"8936135000337, 8935049501381, 2010101000005, 8801382148500"
13024,VN0081020102230064,"8934588733130, 8934760212958"
13025,VN0081020102230067,"8934588183133, 8936127796217, 8934673606820"
13026,VN0081020102230068,"8935001713388, 8938507849155, 5038483492871, 5052197059816, 8936020760377, 8859219481269, 8850228003046"
13027,VN0081020102230070,"8851818565029, 8851818205772"
13028,VN0081020102230071,"4902102038690, 8935049501527, 8808024028831, 8809713910710, 8809041428925, 8934588662119, 8934588012112, 8934588672118, 8801382124528, 8801382132394, 8801382148524, 8801382148630"
13029,VN0081020102230072,"8850389302835, 8938545001041"
13030,VN0081020102230073,"8935012443380, 8935012443366, 8935012443304"
13031,VN0081020102230074,"8935015510447, 8850006932834, 4902430918107, 8936098214536, 8934889800364, 8801328400327, 4902430379809, 4582400831010, 8938545001003, 8938545001010, 4982790432574, 4982790308367, 6943819110376, 6901236345641, 8938504001785, 8934868141532, 8938501434012, 8938503932042"
13032,VN0081020102230076,"2010101000005, 8936127790017, 8809184807700"
13033,VN0081020102230081,"2270101000591, 2010103000010"
13034,VN0081020102230082,"8935237711448, 89303375, 8936061260331, 8934673818391"
13035,VN0081020102230083,"8934588023132, 8935049500698, 8935049500698, 8859578600257, 8934588232114, 8936127794008, 8936127796217, 8936127796217"
13036,VN0082010102230001,"2090103000203, 893852206618, 7622300442507"
13037,VN0082010102230002,"8936071070340, 8934563116262"
13038,VN0082010102230003,"8934563151157, 8936036028133"
13039,VN0082010102230005,"8934588063060, 8934614030066, 8936079140076"
13040,VN0082010102230006,"8934839128692, 8935049500155, 8850006331866, 8934755035180, 2010101000005, 8935217400126"
13041,VN0082010102230008,"8859578600882, 8859578600318, 8859578600820"
13042,VN0082010102230009,"8936135000382, 8936127791212, 8801151112107"
13043,VN0082010102230010,"8858702410816, 2705010000016, 8850006940839, 8938545001003, 8935049512004, 8935049510895, 8938540871717, 8935006359314, 8936076270295"
13044,VN0082010102230012,"8934563651138, 8934563550196, 8934563619138, 8938540871458"
13045,VN0082010102230013,"8934563651138, 8934563550196, 8938500432781, 8938540871458"
13046,VN0082010102230016,"8935112200005, 8934677000341"
13047,VN0082010102230017,"8934564600357, 8936127790031"
13048,VN0082010102230019,"8938531758225, 8935217400454, 8934841900446"
13049,VN0082010102230022,"8936031837457, 8936049051128, 8934563131258, 8850228005446"
13050,VN0082010102230024,"107068781510, 8934563619138"
13051,VN0082010102230025,"8934563651138, 8936034875357, 8936013680521"
13052,VN0082010102230033,"3387390320558, 6942836712228, 4005292001106, 2010805000028"
13053,VN0082010102230034,"8934588063053, 8936036027464"
13054,VN0082010102230036,"8934680045896, 8935217464548"
13055,VN0082010102230038,"2701020000022, 2270102000026"
13056,VN0082010102230043,"2270102000361, 8935090912662, 2701020000046"
13057,VN0082010102230044,"4037719066986, 2010901000243, 2010906000095, 8936183001027"
13058,VN0082010102230049,"2010905000010, 8935297102736, 8936071091000"
13059,VN0082010102230055,"8803628681017, 8934680045650"
13060,VN0082010102230060,"8997018480769, 2010103000034"
13061,VN0082010102230063,"8935015402544, 2601010000165, 2010101000005, 2010904000004, 2010904000028"
13062,VN0082010102230064,"8938507849155, 107068781510"
13063,VN0082010102230067,"9310055615021, 8934614031056"
13064,VN0082010102230068,"8935217450114, 8935217450114"
13065,VN0082010102230069,"8888826016175, 8888826016182"
13066,VN0082010102230071,"8935005801135, 8936071090966"
13067,VN0082010102230072,"8934755035180, 8803628001105, 4897024510440, 8992931005099"
13068,VN0082010102230073,"2010101000005, 8934804043081"
13069,VN0082010102230074,"4800361339360, 8934804034058, 8936127796217, 8936127796019"
13070,VN0082010102230075,"8935049501381, 2701020000060, 2701020000046, 8934588013065, 260202000017"
13071,VN0082010102230078,"8934563651138, 8934588233074, 8934588293054, 2270301000308"
13072,VN0082010102230080,"2010809000116, 2010101000005, 8934563619138, 8934588873058"
13073,VN0082010102230082,"8935217450015, 8935217450015"
13074,VN0082010102230083,"2701020000022, 2701020000053, 8936127790031"
13075,VN0082010102230084,"2260501000123, 2010805000202, 2010805000226"
13076,VN0082010102230086,"8934588023132, 2010902000228"
13077,VN0082010102230088,"2010101000005, 8850228007297"
13078,VN0082010102230089,"2010901000243, 2010101000005, 8936127796217"
13079,VN0082010102230090,"2604020000019, 8936127794206, 260202000017"
13080,VN0082010102230091,"2010101000005, 8936127790147"
13081,VN0082010102230092,"8934755010033, 8935049500698, 2010101000005, 8934563619138"
13082,VN0082010102230093,"8850011058772, 8934680033107, 8934563619138, 8935006353152, 8934803043891"
13083,VN0082010102230094,"2010103000034, 8935001801337, 2010805000028"
13084,VN0082010102230099,"8934803043129, 8936079122256, 8935217450015, 8935217450015"
13085,VN0082010102230100,"8934563638139, 8936127790017"
13086,VN0082010102230104,"8935217450015, 8935217450015, 8935217450114, 8935217450114, 8935217411580, 8935217411580"
13087,VN0082010102230105,"8935217450015, 8935217450015, 8935217450114, 8935217450114"
13088,VN0082010102230106,"8934680040594, 2010103000034"
13089,VN0082010102230107,"2270101000591, 8936127794206"
13090,VN0082010102230110,"2010901000120, 2010101000005"
13091,VN0082010102230111,"2701020000046, 2270102000033, 2703010000050"
13092,VN0082010102230112,"8935006352766, 8936127790147"
13093,VN0082010102230113,"8936010532113, 8936036021738"
13094,VN0082010102230114,"8935001282310, 8934680011495, 8936127794008"
13095,VN0082010102230115,"2010101000005, 8934588293054"
13096,VN0082010102230117,"2010904000035, 8935049501664"
13097,VN0082010102230120,"8934563151157, 8934588672118, 8934563193263"
13098,VN0082010102230125,"8934588692116, 8934588692116, 8935006357037"
13099,VN0082010102230127,"769828221591, 8934803042276, 8936079122256"
13100,VN0082010102230130,"2010101000005, 2702010000015, 8936076452042"
13101,VN0082010102230131,"8935015402254, 8934804034058"
13102,VN0082010102230132,"2010403000062, 8851019310190"
13103,VN0082010102230133,"2270102000361, 8936010532090, 2010901000274"
